,Ingredient,Freq,Freq_Cucchiaio,Freq_GZ,Freq_RR,Clue
73,caprini,7,7,0,0,caprini
1004,caprino,46,13,33,0,caprino
554,capriolo,5,3,2,0,capriolo
1206,capunti,1,1,0,0,capunti
2936,carambola,3,2,1,0,carambola
318,caramelle alla liquirizia,1,1,0,0,caramelle di zucchero colorate
2650,caramelle di gelatina alla frutta,1,1,0,0,caramelle di zucchero colorate
4748,caramelle di liquirizia,1,0,1,0,caramelle di zucchero colorate
4362,caramelle di zucchero colorate,5,0,5,0,caramelle di zucchero colorate
2549,caramelle dure,1,1,0,0,caramelle di zucchero colorate
4050,caramelle latte,1,1,0,0,latte
1376,caramello,13,9,4,0,caramello
2941,caramello al burro,2,2,0,0,caramello
3999,carapaci di crostacei,1,1,0,0,carapaci di crostacei
3782,carbonato di ammonio,1,1,0,0,carbonato di ammonio
3653,carbone vegetale,2,1,1,0,carbone vegetale
3145,carcassa di gallinella di mare,1,1,0,0,carcassa di gallinella di mare
375,carciofi,171,76,74,21,carciofi
1803,carciofi cimaroli,1,1,0,0,carciofi
3208,carciofi mammola,1,1,0,0,carciofi
4375,carciofi mammole,6,0,6,0,carciofi mammole
1417,carciofi moretti,1,1,0,0,carciofi
3615,carciofi oblunghi,1,1,0,0,carciofi
790,carciofi romaneschi,4,4,0,0,carciofi
1185,carciofi romani,3,3,0,0,carciofi
2807,carciofi sardi,1,1,0,0,carciofi
434,carciofi sott'olio,2,1,0,1,carciofi
2407,carciofi spinati,1,1,0,0,carciofi
1768,carciofini,1,1,0,0,carciofini
834,carciofo,21,21,0,0,carciofo
3478,carciofo cimarolo romanesco,1,1,0,0,carciofo
789,carciofo romanesco,2,2,0,0,carciofo
2063,carciofo romano,1,1,0,0,carciofo
4216,carciofo sott'olio,1,1,0,0,carciofo
2625,carciofo violetto,1,1,0,0,carciofo
250,cardamomo,31,11,20,0,cardamomo
441,cardamomo verde,9,9,0,0,cardamomo verde
702,cardi,19,6,7,6,cardi
4760,carme di manzo,1,0,0,1,carme di manzo
476,carne,20,18,0,2,carne
1405,carne bovina,27,1,26,0,carne bovina
4864,carne di agnello,1,0,0,1,carne
4769,carne di bovino,5,0,0,5,carne
4766,carne di bovino macinata,1,0,0,1,carne
4049,carne di camoscio,1,1,0,0,carne
4876,carne di capretto,1,0,0,1,carne
3665,carne di cavallo,1,1,0,0,carne
4756,carne di cinghiale,1,0,0,1,carne
3362,carne di coniglio,2,2,0,0,carne
4167,carne di daino,1,1,0,0,carne
559,carne di maiale,28,13,0,15,carne di maiale
4761,carne di maiale affumicata,1,0,0,1,carne
372,carne di manzo,27,20,0,7,carne di manzo
412,carne di manzo macinata,6,2,0,4,carne
766,carne di pecora,3,3,0,0,carne
2274,carne di pollo,2,2,0,0,carne
4275,carne di suino,21,0,21,0,carne di suino
2727,carne di tacchino,2,2,0,0,carne
692,carne di vitello,23,20,0,3,carne di vitello
3568,carne di vitello magro,1,1,0,0,carne
3048,carne di vitellone,1,1,0,0,carne
1170,carne macinata,6,3,0,3,carne macinata
1733,carne macinata di agnello,1,1,0,0,carne
2949,carne macinata di maiale,3,1,0,2,carne
1585,carne macinata di manzo,4,4,0,0,carne
3920,carne macinata di pollo,1,1,0,0,carne
2297,carne macinata di vitello,3,3,0,0,carne
3879,carne magra,2,2,0,0,carne
3125,carne manzetta scottona,1,1,0,0,carne
4410,carne ovina,2,0,2,0,carne
3076,carni miste,1,1,0,0,carni miste
127,carota,391,331,0,60,carota
842,carota arancione,1,1,0,0,carota
840,carota gialla,1,1,0,0,carota
841,carota viola,1,1,0,0,carota
12,carote,652,204,436,12,carote
1498,carote baby,20,5,15,0,carote baby
4437,carote gialle,1,0,1,0,carote
1056,carote grattugiate,4,4,0,0,carote
3913,carote grosse,1,1,0,0,carote
1471,carote novelle,6,5,0,1,carote novelle
3095,carote viola,6,1,5,0,carote viola
279,carotina,9,9,0,0,carotina
681,carotine,4,4,0,0,carotina
321,carotine baby,4,4,0,0,carotine baby
2343,carotine di zucchero,1,1,0,0,carotine
2225,carpaccio di chianina,1,1,0,0,carpaccio di chianina
2775,carpaccio di manzo,1,1,0,0,carpaccio di manzo
2278,carpaccio di pesce spada,1,1,0,0,carpaccio di pesce spada
1551,carpaccio di salmone affumicato,1,1,0,0,carpaccio di salmone affumicato
3030,carpaccio di vitello,1,1,0,0,carpaccio di vitello
3915,carpaccio di vitellone,1,1,0,0,carpaccio di vitellone
4023,carrube,1,1,0,0,carrube
2871,carrè di agnello,4,1,3,0,carrè di agnello
4390,carrè di maiale,3,0,3,0,carrè di agnello
4277,carrè di vitello,2,0,2,0,carrè di agnello
3827,carrè disossato di maiale,1,1,0,0,carrè di agnello
3696,carré,1,1,0,0,carrè di agnello
905,carré di maiale,3,3,0,0,carré di maiale
3533,carré di vitello,1,1,0,0,carré di maiale
4721,carta di riso,2,0,2,0,carta di riso
4446,carvi,1,0,1,0,carvi
2583,casarecce,11,2,9,0,casarecce
4308,casarecce di ceci,5,0,5,0,casarecce
1905,casatella,1,1,0,0,casatella
4032,casera,1,1,0,0,casera
3277,casera dop,1,1,0,0,casera dop
4727,casizolu,1,0,1,0,casizolu
708,castagne,51,25,21,5,castagne
4840,castagne gabbiana,1,0,0,1,castagne
1202,castagne secche,6,4,0,2,castagne secche
590,castelmagno,5,2,3,0,castelmagno
3830,castrato,4,2,0,2,castrato
4702,catalogna,1,0,1,0,catalogna
3600,cavallo,2,1,1,0,cavallo
1063,cavatelli,6,1,5,0,cavatelli
3137,caviale,5,5,0,0,caviale
2226,caviale di limone,1,1,0,0,caviale
3018,caviale lompo,1,1,0,0,caviale
3686,caviale molossol rosato,1,1,0,0,caviale
1012,cavoletti,1,1,0,0,cavoletti di bruxelles
1375,cavoletti di bruxelles,15,3,12,0,cavoletti di bruxelles
3034,cavolfi,2,2,0,0,cavolfiore
198,cavolfiore,89,49,32,8,cavolfiore
4150,cavolfiore bianco,1,1,0,0,cavolfiore
1786,cavolfiore verde,3,3,0,0,cavolfiore
2335,cavolfiore viola,2,2,0,0,cavolfiore
2823,cavolfiori,3,3,0,0,cavolfiore
1268,cavoli,1,1,0,0,cavoletti di bruxelles
3607,cavoli cappucci,1,1,0,0,cavolini di bruxelles
2879,cavoli neri,1,1,0,0,cavolini di bruxelles
2300,cavoli rapa,1,1,0,0,rapa
4419,cavoli rossi,2,0,2,0,cavolini di bruxelles
639,cavolini di bruxelles,4,4,0,0,cavolini di bruxelles
2890,cavolo,9,5,0,4,cavolo nero
3423,cavolo bianco,1,1,0,0,cavolo
1132,cavolo cappuccio,26,12,11,3,cavolo cappuccio
2644,cavolo cappuccio bianco,1,1,0,0,cavolo
4684,cavolo cinese,1,0,1,0,cavolo
1386,cavolo nero,34,13,17,4,cavolo nero
4784,cavolo rapa,1,0,0,1,rapa
4598,cavolo riccio,4,0,4,0,ricciola
420,cavolo rosso,16,6,10,0,cavolo rosso
421,cavolo verza,11,9,0,2,cavolo verza
10,ceci,42,38,0,4,ceci
2365,ceci cotti,4,4,0,0,ceci
1634,ceci lessati,11,11,0,0,ceci lessati
4347,ceci neri secchi,1,0,1,0,ceci
2461,ceci precotti,33,3,30,0,ceci precotti
251,ceci secchi,29,10,19,0,ceci secchi
3595,cedri,3,1,0,2,cedro
4918,cedri canditi,1,0,0,1,cedri canditi
827,cedro,8,4,1,3,cedro
1109,cedro candito,33,19,11,3,cedro candito
3868,cefali,1,1,0,0,cefali
2723,cellentani,5,1,4,0,cellentani
4401,cepole,1,0,1,0,cepole
2791,cereali estrusi,1,1,0,0,cereali misti
2924,cereali misti,3,3,0,0,cereali misti
953,cerfoglio,27,21,0,6,cerfoglio
2889,cernia,3,3,0,0,cernia
3078,cervella,3,3,0,0,cervella
4096,cervella di vitello,1,1,0,0,cervella
4903,cervello vitello,1,0,0,1,cervello vitello
2045,cestino di lamponi,6,6,0,0,cestino di lamponi
610,cestino lamponi,1,1,0,0,lamponi
300,cetrioli,63,24,39,0,cetrioli
3850,cetrioli sott'aceto,5,1,0,4,cetrioli
3735,cetrioli sottaceto,1,1,0,0,cetrioli
1288,cetriolini,8,7,0,1,cetriolini
4199,cetriolini menta,1,1,0,0,menta
738,cetriolini sott'aceto,14,14,0,0,cetriolini sott'aceto
1031,cetriolini sottaceto,17,9,8,0,cetriolini sottaceto
2718,cetriolini sotto aceto,1,1,0,0,cetriolini
3226,cetriolino sott'aceto,2,2,0,0,cetriolino sott'aceto
270,cetriolo,57,54,0,3,cetriolo
3911,chai speziato,1,1,0,0,chai speziato
2196,chai tea speziato,1,1,0,0,chai tea speziato
758,champagne,14,11,3,0,champagne
3635,champagne demi sec,1,1,0,0,champagne
819,champagne dolce,1,1,0,0,champagne
1697,champignon,20,20,0,0,champignon
3647,champignon de paris,1,1,0,0,champignon
3866,champignons,1,1,0,0,champignon
4013,chardonnay,1,1,0,0,chardonnay
4237,cheddar,14,0,14,0,cheddar
4084,chele di granchio,1,1,0,0,chele di granchio
4722,chevre,1,0,1,0,chevre
1029,chia,1,1,0,0,chia
1069,chicche di patate,1,1,0,0,chicche di patate
1820,chicchi caffè,2,2,0,0,chicchi di caffè
3548,chicchi d'uva,1,1,0,0,chicchi di caffè
4143,chicchi d'uva bianca,1,1,0,0,chicchi di caffè
3483,chicchi d'uva bianca moscato,1,1,0,0,chicchi di caffè
2090,chicchi di amaranto,1,1,0,0,chicchi di caffè
4353,chicchi di caffè,18,0,18,0,chicchi di caffè
4372,chicchi di farina di legumi,5,0,5,0,chicchi di caffè
4625,chicchi di mais giallo,2,0,2,0,chicchi di caffè
3238,chicchi di melagrana,1,1,0,0,chicchi di caffè
519,chicchi di melograno,2,2,0,0,chicchi di caffè
2439,chicchi di uvetta sultanina,1,1,0,0,chicchi di caffè
3067,chinotto,2,2,0,0,chinotto
3943,chiocciole,1,1,0,0,chiocciole
442,chiodi di garofano,137,60,61,16,chiodi di garofano
3530,chiodi di garofano macinati,18,1,17,0,chiodi di garofano macinati
1440,chiodini,2,2,0,0,chiodini
3996,chiodo,1,1,0,0,chiodi di garofano
859,chiodo di garofano,24,20,0,4,chiodo di garofano
3888,chips di banana,1,1,0,0,chips di banana
4439,chorizo,4,0,4,0,chorizo
3862,choux,1,1,0,0,choux
2982,choy,1,1,0,0,choy
4051,chutney,1,1,0,0,chutney
3587,ciabattine,1,1,0,0,ciabattine
4713,cialda di ostia,1,0,1,0,cialda di ostia
4640,cialde,1,0,1,0,cialde
1651,cialde al cioccolato,1,1,0,0,cialde al cioccolato
4606,cialde da cannolo,1,0,1,0,cialde da cannolo
2709,ciauscolo,1,1,0,0,ciauscolo
2379,cicale,1,1,0,0,cicale
4788,cicale mare,1,0,0,1,cicale mare
1126,ciccioli,3,2,0,1,ciccioli
2716,ciccioli secchi,1,1,0,0,ciccioli
1833,cicerchia,1,1,0,0,cicerchia
4705,cicerchie,1,0,1,0,cicerchie
4130,cicerchie ritrovati,1,1,0,0,cicerchie ritrovati
4378,cicerchie secche,1,0,1,0,cicerchie secche
1638,cicoria,17,8,7,2,cicoria
2163,cicoria belga,1,1,0,0,cicoria
1113,cicoria selvatica,2,2,0,0,cicoria
4900,cicorie,1,0,0,1,cicoria
1239,cicorielle di campo miste,1,1,0,0,cicorielle di campo miste
2255,cicorino,13,11,2,0,cicorino
2095,cicorino di campo,1,1,0,0,cicorino
3119,ciliegia,1,1,0,0,ciliegie
643,ciliegie,74,39,35,0,ciliegie
1372,ciliegie candite,17,6,11,0,ciliegie candite
37,ciliegie di vignola,2,2,0,0,ciliegie
1589,ciliegie durone,1,1,0,0,ciliegie
2958,ciliegie nere,2,2,0,0,ciliegie
4098,ciliegie sciroppate,3,1,2,0,ciliegie
1991,ciliegie snocciolate,3,3,0,0,ciliegie
4469,ciliegie sotto spirito,3,0,3,0,ciliegie
2314,ciliegina al maraschino,2,2,0,0,ciliegina al maraschino
3680,ciliegina candita,1,1,0,0,ciliegina candita
1853,ciliegine candite,8,8,0,0,ciliegine candite
3710,ciliegine candite rosse,1,1,0,0,ciliegine candite
2690,ciliegine d'arancia candite,1,1,0,0,ciliegine candite
3758,ciliegine di mozzarella,1,1,0,0,ciliegine candite
3061,ciliegine frutta candita,1,1,0,0,frutta candita
2386,ciliegini,1,1,0,0,ciliegine candite
2532,cime di broccoli,4,4,0,0,cime di rapa
2106,cime di broccolo romanesco,1,1,0,0,cime di broccoli
299,cime di cicorielle,1,1,0,0,cime di broccoli
567,cime di rapa,19,4,14,1,cime di rapa
1801,cimette di broccoli,2,2,0,0,cimette di cavolfiore
2393,cimette di cavolfiore,3,3,0,0,cimette di cavolfiore
3571,cinghiale,7,2,3,2,cinghiale
4288,cinta senese,1,0,1,0,cinta senese
3232,ciocciolato nero,1,1,0,0,ciocciolato nero
3586,cioccolata,1,1,0,0,cioccolatini
1652,cioccolatini,8,5,3,0,cioccolatini
1653,cioccolatini latte,1,1,0,0,latte
2675,cioccolatini menta,1,1,0,0,menta
3247,cioccolatini misti,1,1,0,0,cioccolatini
246,cioccolato,86,70,10,6,cioccolato
1936,cioccolato 50% cacao,1,1,0,0,cioccolato
662,cioccolato al latte,57,32,24,1,cioccolato al latte
4368,cioccolato al latte 40%,1,0,1,0,cioccolato
1235,cioccolato amaro,9,9,0,0,cioccolato amaro
3755,cioccolato amaro duro,1,1,0,0,cioccolato
171,cioccolato bianco,159,77,82,0,cioccolato bianco
4613,cioccolato bianco 35%,1,0,1,0,cioccolato
3162,cioccolato di modica,1,1,0,0,cioccolato
1377,cioccolato extra fondente,4,4,0,0,cioccolato
1526,cioccolato extrabitter,3,3,0,0,cioccolato
1796,cioccolato extrabitter al 75%,1,1,0,0,cioccolato
144,cioccolato fondente,678,347,324,7,cioccolato fondente
2302,cioccolato fondente 70%,1,1,0,0,cioccolato
1143,cioccolato fondente 75%,21,21,0,0,cioccolato fondente 75%
1773,cioccolato fondente al 50%,4,1,3,0,cioccolato
3306,cioccolato fondente al 55%,16,1,15,0,cioccolato fondente al 55%
4473,cioccolato fondente al 60%,5,0,5,0,cioccolato
2148,cioccolato fondente al 65%,2,2,0,0,cioccolato
1371,cioccolato fondente al 70%,31,16,15,0,cioccolato fondente al 70%
2513,cioccolato fondente al 72%,1,1,0,0,cioccolato
648,cioccolato fondente al 75%,37,37,0,0,cioccolato fondente al 75%
762,cioccolato fondente all'85%,4,3,1,0,cioccolato
2190,cioccolato fondente di frigorifero,1,1,0,0,cioccolato
3370,cioccolato fondente duro,1,1,0,0,cioccolato
798,cioccolato fondente extra,8,8,0,0,cioccolato fondente extra
1115,cioccolato fondente extrabitter,4,4,0,0,cioccolato
2049,cioccolato fondente nero,1,1,0,0,cioccolato
1919,cioccolato fondente spezzettato,1,1,0,0,cioccolato
563,cioccolato gianduia,18,10,8,0,cioccolato gianduia
2623,cioccolato gianduia fondente,1,1,0,0,cioccolato
3473,cioccolato nero,1,1,0,0,cioccolato
3445,cioccolato nero 95%,1,1,0,0,cioccolato
96,cipolla,913,695,0,218,cipolla
230,cipolla bianca,75,74,0,1,cipolla bianca
1514,cipolla bionda,14,14,0,0,cipolla bionda
1240,cipolla di acquaviva,1,1,0,0,cipolla
269,cipolla di tropea,24,23,0,1,cipolla di tropea
302,cipolla dolce,6,6,0,0,cipolla dolce
1625,cipolla dorata,15,15,0,0,cipolla dorata
964,cipolla fresca,2,2,0,0,cipolla
1048,cipolla gialla,8,7,0,1,cipolla gialla
4196,cipolla laurentina,1,1,0,0,cipolla
2538,cipolla rosata,1,1,0,0,cipolla
1650,cipolla steccata,1,1,0,0,cipolla
1710,cipolla tropea,4,4,0,0,cipolla
252,cipolle,327,85,199,43,cipolle
4814,cipolle affettate,1,0,0,1,cipolle
945,cipolle bianche,234,31,201,2,cipolle bianche
3158,cipolle bianche piatte,1,1,0,0,cipolle
512,cipolle bianche tropea,1,1,0,0,cipolle
458,cipolle bionde,4,4,0,0,cipolle
4392,cipolle borettane,7,0,7,0,cipolle borettane
202,cipolle borettane sott'aceto,1,1,0,0,cipolle
2808,cipolle di cannara,1,1,0,0,cipolle
3641,cipolle di steccate garofano,1,1,0,0,cipolle
2955,cipolle di tropea,2,2,0,0,cipolle
1160,cipolle di tropèea,1,1,0,0,cipolle
4209,cipolle dolci,1,1,0,0,cipolle
1987,cipolle dorate,99,2,97,0,cipolle dorate
4443,cipolle essiccate,1,0,1,0,cipolle
3650,cipolle gialle,2,2,0,0,cipolle
1886,cipolle novelle,3,3,0,0,cipolle
4450,cipolle ramate,16,0,16,0,cipolle ramate
1460,cipolle rosse,139,8,131,0,cipolle rosse
514,cipolle rosse di tropea,54,4,47,3,cipolle rosse di tropea
490,cipollina,37,36,0,1,cipollina
3504,cipollina bianca,1,1,0,0,cipollina
3681,cipollina bianca sottile,1,1,0,0,cipollina
1513,cipollina di tropea,1,1,0,0,cipollina
2834,cipollina fresca,2,2,0,0,cipollina
3748,cipollina sott'aceto,1,1,0,0,cipollina
500,cipolline,40,30,4,6,cipolline
1767,cipolline bianche,3,2,0,1,cipolline
174,cipolline borettane,2,2,0,0,cipolline
2973,cipolline borretane,1,1,0,0,cipolline
2811,cipolline dolci,1,1,0,0,cipolline
1608,cipolline sott'aceto,3,2,1,0,cipolline
1032,cipolline sottaceto,2,2,0,0,cipolline
445,cipollotti,66,50,15,1,cipollotti
2726,cipollotti di tropea,4,4,0,0,cipollotti
2233,cipollotti novelli,1,1,0,0,cipollotti
3754,cipollotti rossi,16,2,14,0,cipollotti rossi
1093,cipollotti tritati,2,2,0,0,cipollotti
1763,cipollotti viola,1,1,0,0,cipollotti
119,cipollotto,74,68,0,6,cipollotto
3108,cipollotto bianco,1,1,0,0,cipollotto
1052,cipollotto di tropea,9,9,0,0,cipollotto di tropea
4240,cipollotto fresco,132,0,132,0,cipollotto fresco
1271,cipollotto rosso,1,1,0,0,cipollotto
2270,cipollotto rosso di tropea,1,1,0,0,cipollotto
3144,cipollotto rosso tropea,1,1,0,0,cipollotto
3557,cipollotto tropea,2,2,0,0,cipollotto
635,cipollotto viola,1,1,0,0,cipollotto
3692,citronella,1,1,0,0,citronella
2512,clementina,3,3,0,0,clementine
3339,clementine,4,2,2,0,clementine
2935,coca cola,1,1,0,0,coca cola
9,cocco,42,37,5,0,cocco
1182,cocco disidratato,15,10,5,0,cocco disidratato
1702,cocco essiccato,2,2,0,0,cocco
4249,cocco rapè,26,0,26,0,cocco rapè
2157,cocomero,25,5,20,0,cocomero
4801,cocozza,1,0,0,1,cocozza
3693,coda,2,2,0,0,coda di rospo
3936,coda di bue,3,1,1,1,coda di bue
3124,coda di manzo,3,3,0,0,coda di manzo
1049,coda di pescatrice,6,2,0,4,coda di bue
1272,coda di rospo,21,11,9,1,coda di rospo
3384,code di gamberetti,2,2,0,0,code di gamberi
2399,code di gamberi,8,8,0,0,code di gamberi
1415,code di gambero,4,4,0,0,code di gamberi
3272,code di mazzancolle,1,1,0,0,code di gamberi
1695,code di rospo,1,1,0,0,code di gamberi
1195,code di scampi,6,6,0,0,code di scampi
4448,codetta,6,0,6,0,codetta
2736,codette,5,3,2,0,codette colorate
4306,codette al cioccolato,5,0,5,0,codette al cioccolato
4510,codette bianche,2,0,2,0,codette
4265,codette colorate,15,0,15,0,codette colorate
1940,codine,1,1,0,0,codine
3580,codone di manzo,1,1,0,0,codone di manzo
136,cognac,64,50,11,3,cognac
831,cointreau,10,6,3,1,cointreau
3446,colati di stracciatella,1,1,0,0,colati di stracciatella
4389,colla alimentare,7,0,7,0,colla alimentare
495,colla di pesce,37,36,1,0,colla di pesce
817,colle duga di damian princic,3,3,0,0,colle duga di damian princic
4588,colomba,3,0,3,0,colomba
3950,colombi,1,1,0,0,colomba
741,colorante,12,12,0,0,colorante
2878,colorante alimentare nero,1,1,0,0,colorante
1954,colorante alimentare rosso,6,6,0,0,colorante alimentare rosso
1313,colorante rosso,3,3,0,0,colorante
2786,colorante verde,1,1,0,0,colorante
3003,coloranti,1,1,0,0,coloranti alimentari
1861,coloranti alimentari,81,9,72,0,coloranti alimentari
3916,colore artificiale,1,1,0,0,colore artificiale
3820,composta al rabarbaro,1,1,0,0,composta al rabarbaro
2252,composta di ciliegie,1,1,0,0,composta di ciliegie
900,composta di fragole,1,1,0,0,composta di fragole
2119,composta di mele cotogne,1,1,0,0,composta di mele cotogne
4581,composta di mirtilli,1,0,1,0,composta di mirtilli
3182,concentrato di dattero,2,2,0,0,concentrato di pomodoro
125,concentrato di pomodoro,171,86,67,18,concentrato di pomodoro
1277,conchiglie,7,7,0,0,conchiglie
3358,conchigliette,1,1,0,0,conchigliette
502,conchiglioni,9,5,4,0,conchiglioni
4740,condimento,1,0,1,0,condimento balsamico
1601,condimento balsamico,3,3,0,0,condimento balsamico
3413,confetti colorati,2,1,0,1,confettini colorati
1176,confettini colorati,9,5,4,0,confettini colorati
4802,confettini colorati d'argento,1,0,0,1,confettini colorati
4069,confettini d'argento,2,2,0,0,confettini colorati
2693,confettura,5,4,1,0,confettura di albicocche
2757,confettura ai frutti rossi,1,1,0,0,confettura
2771,confettura ai lamponi,1,1,0,0,confettura
1774,confettura alle mele,1,1,0,0,confettura
2347,confettura d'albicocche,1,1,0,0,confettura
4282,confettura d'arance,1,0,1,0,confettura
2293,confettura di albicocca,1,1,0,0,confettura
1340,confettura di albicocche,46,11,35,0,confettura di albicocche
4857,confettura di amarena,1,0,0,1,confettura
4264,confettura di amarene,2,0,2,0,confettura
4333,confettura di ananas,1,0,1,0,confettura
2453,confettura di aronia,1,1,0,0,confettura
1339,confettura di ciliegie,6,2,4,0,confettura di ciliegie
286,confettura di cipolle,1,1,0,0,confettura
4354,confettura di fichi,1,0,1,0,confettura
526,confettura di fragole,22,5,17,0,confettura di fragole
2143,confettura di fragoline,1,1,0,0,confettura
1123,confettura di frutti di bosco,4,1,3,0,confettura
2487,confettura di frutti rossi,2,1,1,0,confettura
2540,confettura di lampone,1,1,0,0,confettura
659,confettura di lamponi,12,6,6,0,confettura di lamponi
4278,confettura di melagrana,1,0,1,0,confettura
4291,confettura di mele e arance,1,0,1,0,confettura
2116,confettura di mirtilli,7,3,4,0,confettura di mirtilli
1553,confettura di mirtilli rossi,3,1,2,0,confettura
4387,confettura di more,1,0,1,0,confettura
3345,confettura di more di rovo,1,1,0,0,confettura
2235,confettura di peperoncini,1,1,0,0,confettura
2191,confettura di pesche,7,2,5,0,confettura di pesche
3019,confettura di prugne,4,2,2,0,confettura
2785,confettura di prugne gialle,1,1,0,0,confettura
2863,confettura di rabarbaro,1,1,0,0,confettura
2735,confettura di ribes,4,1,3,0,confettura
3046,confettura di sambuco,1,1,0,0,confettura
1260,coni,4,2,2,0,coniglio
1517,coniglio,51,30,15,6,coniglio
1631,coniglio disossato,3,3,0,0,coniglio
1649,conserva di pomodoro,8,3,0,5,conserva di pomodoro
2876,consommé di pollo,1,1,0,0,consommé di pollo
3860,controfiletto,1,1,0,0,controfiletto di manzo
1995,controfiletto di manzo,10,4,6,0,controfiletto di manzo
4664,cookies al cioccolato,1,0,1,0,cookies al cioccolato
3132,coppa,2,2,0,0,coppa
3625,coppa di maiale,2,1,1,0,coppa di maiale
4875,coratelle,1,0,0,1,coratelle
4529,coregone,1,0,1,0,coregone
254,coriandolo,65,33,32,0,coriandolo
2599,coriandolo macinato,2,2,0,0,coriandolo
336,corn flakes,16,5,11,0,corn flakes
2993,corn flakes classici,1,1,0,0,corn flakes
1432,cornflakes,3,3,0,0,cornflakes
3934,cosce,1,1,0,0,cosce di pollo
3648,cosce della gallina padovana,1,1,0,0,cosce di coniglio
693,cosce di coniglio,3,2,1,0,cosce di pollo
962,cosce di pollo,16,8,8,0,cosce di pollo
4686,cosce di tacchino,1,0,1,0,cosce di coniglio
3522,coscia,1,1,0,0,coscia di pollo
4891,coscia d'agnello,1,0,0,1,coscia di pollo
4224,coscia d'anatra,1,1,0,0,coscia di pollo
2899,coscia di cappone,1,1,0,0,coscia di pollo
3037,coscia di cinghiale,1,1,0,0,coscia di pollo
3098,coscia di gallina,1,1,0,0,coscia di pollo
1776,coscia di pollo,4,4,0,0,coscia di pollo
2275,coscia di tacchino,1,1,0,0,coscia di pollo
2997,coscia di vitello,1,1,0,0,coscia di pollo
4775,cosciotti,1,0,0,1,cosciotto d'agnello
4869,cosciotti capretto,1,0,0,1,cosciotti capretto
1076,cosciotti di agnello,1,1,0,0,cosciotti di agnello
3783,cosciotto,1,1,0,0,cosciotto d'agnello
4427,cosciotto d'agnello,5,0,5,0,cosciotto d'agnello
3386,cosciotto di capretto,1,1,0,0,cosciotto d'agnello
3945,costate,1,1,0,0,costate
2585,costate di manzo,1,1,0,0,costate di manzo
2168,costate di vitello,1,1,0,0,costate di vitello
4859,coste,1,0,0,1,costine di maiale
4773,coste di cardo,1,0,0,1,coste di cardo
3617,costicine di maiale,1,1,0,0,costicine di maiale
2204,costine di maiale,23,7,14,2,costine di maiale
3642,costole di sedano,2,2,0,0,costolette d'agnello
1266,costolette d'agnello,6,6,0,0,costolette d'agnello
3794,costolette di agnello,9,1,5,3,costolette di agnello
3685,costolette di maiale,2,1,0,1,costolette d'agnello
2744,costolette di vitello,5,3,1,1,costolette d'agnello
